subset_key,row_id,label,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
8_0,15651,55000.0,-122.41,37.79,52.0,2302.0,938.0,1515.0,861.0,1.3668
9_0,15652,500001.0,-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9
9_7,15653,500001.0,-122.39,37.8,25.0,4561.0,1474.0,1525.0,1169.0,4.5581
7_0,15654,450000.0,-122.4,37.79,52.0,1185.0,660.0,1007.0,623.0,1.4552
7_0,15655,237500.0,-122.41,37.79,52.0,1436.0,738.0,1688.0,662.0,1.5156
9_4,15656,500001.0,-122.41,37.79,52.0,3610.0,1286.0,1504.0,1047.0,3.2059
9_2,15657,275000.0,-122.41,37.79,52.0,6016.0,2509.0,3436.0,2119.0,2.5166
9_0,15658,225000.0,-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068
9_0,15659,225000.0,-122.41,37.79,52.0,5783.0,2747.0,4518.0,2538.0,1.724
5_1,15660,500001.0,-122.42,37.78,26.0,812.0,507.0,628.0,445.0,2.3304
8_0,15661,500001.0,-122.42,37.78,27.0,1728.0,884.0,1211.0,752.0,0.8543
8_5,15662,500001.0,-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679
9_4,15663,500001.0,-122.44,37.8,52.0,3830.0,1142.0,1310.0,963.0,3.4801
3_6,15664,500001.0,-122.44,37.8,52.0,1724.0,412.0,540.0,319.0,4.2857
8_7,15665,500001.0,-122.43,37.81,52.0,4309.0,942.0,1297.0,798.0,4.6781
0_5,15666,500001.0,-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028
3_7,15667,500001.0,-122.44,37.8,52.0,2869.0,594.0,500.0,335.0,5.0376
7_7,15668,500001.0,-122.44,37.8,52.0,3257.0,735.0,1045.0,620.0,4.5523
5_4,15669,500001.0,-122.44,37.8,52.0,1580.0,470.0,714.0,448.0,3.2447
2_3,15670,500000.0,-122.44,37.8,52.0,1006.0,291.0,445.0,257.0,2.7717
7_7,15671,500001.0,-122.44,37.8,52.0,3149.0,719.0,1145.0,658.0,4.625
5_9,15672,500001.0,-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761
7_8,15673,500001.0,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539
5_6,15674,500001.0,-122.44,37.8,52.0,1603.0,487.0,727.0,464.0,3.9856
8_6,15675,466700.0,-122.43,37.8,52.0,3172.0,848.0,1259.0,806.0,4.1047
8_6,15676,400000.0,-122.43,37.8,52.0,2788.0,813.0,1302.0,764.0,4.199
8_4,15677,500000.0,-122.43,37.8,52.0,2994.0,821.0,1240.0,779.0,3.3715
8_5,15678,475000.0,-122.43,37.8,52.0,1976.0,726.0,1045.0,669.0,3.6893
1_4,15679,500000.0,-122.43,37.8,52.0,1006.0,251.0,349.0,233.0,3.2235
2_6,15680,500001.0,-122.43,37.8,52.0,1380.0,322.0,553.0,288.0,4.0417
8_6,15681,500001.0,-122.42,37.8,52.0,2657.0,772.0,1014.0,685.0,4.038
6_7,15682,500000.0,-122.43,37.8,52.0,2696.0,572.0,925.0,552.0,5.0365
7_8,15683,500001.0,-122.43,37.8,52.0,2520.0,649.0,959.0,607.0,5.7934
7_7,15684,500001.0,-122.43,37.8,52.0,2802.0,622.0,954.0,572.0,4.5399
9_7,15685,500001.0,-122.42,37.8,52.0,4079.0,1112.0,1466.0,1024.0,4.5913
9_6,15686,500001.0,-122.42,37.79,48.0,4506.0,1342.0,1980.0,1239.0,4.0156
8_5,15687,500001.0,-122.43,37.79,52.0,3565.0,892.0,1377.0,852.0,3.8068
8_9,15688,500001.0,-122.43,37.79,52.0,3486.0,847.0,1248.0,813.0,7.2623
9_8,15689,500001.0,-122.43,37.79,52.0,6186.0,1566.0,2065.0,1374.0,5.8543
4_8,15690,500001.0,-122.44,37.79,52.0,1979.0,359.0,648.0,370.0,5.3124
0_9,15691,500001.0,-122.44,37.79,52.0,1335.0,151.0,402.0,157.0,10.8783
3_9,15692,500001.0,-122.44,37.79,52.0,2045.0,353.0,722.0,327.0,8.0755
0_9,15693,500001.0,-122.44,37.79,52.0,1447.0,186.0,483.0,181.0,15.0001
2_9,15694,500001.0,-122.45,37.79,52.0,2196.0,280.0,668.0,291.0,10.0914
6_8,15695,500001.0,-122.45,37.79,52.0,3069.0,579.0,1107.0,536.0,5.5634
5_0,15696,425000.0,-122.45,37.79,52.0,1734.0,482.0,731.0,429.0,1.4804
1_9,15697,500001.0,-122.45,37.79,52.0,1457.0,215.0,495.0,208.0,10.7097
0_9,15698,500001.0,-122.46,37.79,52.0,899.0,96.0,304.0,110.0,14.2959
3_8,15699,500001.0,-122.46,37.79,52.0,2106.0,373.0,743.0,348.0,5.2909
6_6,15700,500001.0,-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975
8_6,15701,500001.0,-122.44,37.79,52.0,3640.0,840.0,1525.0,796.0,4.4375
8_9,15702,500001.0,-122.44,37.79,52.0,3785.0,808.0,1371.0,799.0,6.4209
8_6,15703,500001.0,-122.43,37.79,52.0,3522.0,938.0,1319.0,887.0,4.3986
8_6,15704,500001.0,-122.43,37.79,52.0,3219.0,969.0,1152.0,830.0,4.2042
8_2,15705,87500.0,-122.42,37.79,52.0,2511.0,895.0,1202.0,804.0,2.6607
2_4,15706,117500.0,-122.42,37.79,6.0,670.0,301.0,655.0,284.0,3.4423
9_2,15707,500001.0,-122.43,37.79,50.0,3312.0,1095.0,1475.0,997.0,2.7165
8_4,15708,500001.0,-122.43,37.79,52.0,3020.0,842.0,1294.0,769.0,3.4375
4_7,15709,460000.0,-122.43,37.79,25.0,1637.0,394.0,649.0,379.0,5.0049
5_7,15710,500001.0,-122.44,37.79,52.0,1903.0,461.0,831.0,433.0,4.4464
6_6,15711,468800.0,-122.44,37.79,52.0,2083.0,491.0,1224.0,483.0,4.0882
3_5,15712,500000.0,-122.44,37.79,52.0,1726.0,384.0,614.0,356.0,3.6812
7_3,15713,372200.0,-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569
8_4,15714,333300.0,-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576
5_5,15715,500001.0,-122.45,37.79,46.0,2009.0,464.0,761.0,453.0,3.7188
8_7,15716,500001.0,-122.45,37.78,52.0,3975.0,716.0,1515.0,691.0,5.0156
9_2,15717,450000.0,-122.43,37.79,24.0,2459.0,1001.0,1362.0,957.0,2.6782
8_0,15718,220000.0,-122.43,37.78,10.0,2380.0,843.0,1245.0,789.0,1.3062
2_0,15719,237500.0,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866
2_5,15720,494400.0,-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159
7_6,15721,355300.0,-122.45,37.78,52.0,2686.0,606.0,1392.0,578.0,4.0
4_8,15722,400000.0,-122.46,37.78,47.0,1682.0,379.0,837.0,375.0,5.2806
2_5,15723,492300.0,-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875
7_3,15724,280000.0,-122.44,37.78,52.0,3510.0,791.0,1703.0,657.0,2.8654
3_5,15725,412500.0,-122.44,37.78,44.0,1545.0,334.0,561.0,326.0,3.875
4_6,15726,322700.0,-122.45,37.78,43.0,1452.0,397.0,897.0,393.0,4.1319
1_4,15727,428300.0,-122.45,37.78,48.0,1013.0,194.0,464.0,205.0,3.2011
5_5,15728,418400.0,-122.45,37.78,52.0,2033.0,438.0,2198.0,418.0,3.6667
1_1,15729,146900.0,-122.44,37.78,16.0,883.0,236.0,601.0,219.0,2.151
6_3,15730,350000.0,-122.43,37.78,49.0,2246.0,587.0,1277.0,546.0,2.9792
8_4,15731,471400.0,-122.44,37.78,52.0,3017.0,851.0,1588.0,800.0,3.3882
7_3,15732,341700.0,-122.44,37.78,52.0,2747.0,736.0,1309.0,653.0,2.943
2_2,15733,346200.0,-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,2.4196
4_4,15734,293800.0,-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607
9_2,15735,287500.0,-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,2.6392
4_5,15736,275000.0,-122.43,37.78,2.0,1205.0,468.0,577.0,363.0,3.6437
9_4,15737,187500.0,-122.42,37.78,19.0,4065.0,1645.0,2079.0,1470.0,3.1462
4_0,15738,72500.0,-122.42,37.78,17.0,1257.0,339.0,1093.0,384.0,1.8438
9_0,15739,115000.0,-122.43,37.78,17.0,2728.0,908.0,1670.0,893.0,1.077
7_0,15740,112500.0,-122.43,37.78,24.0,2037.0,696.0,1371.0,585.0,0.9355
3_2,15741,275000.0,-122.42,37.78,52.0,989.0,425.0,634.0,341.0,2.4414
5_1,15742,187500.0,-122.42,37.78,52.0,1254.0,469.0,895.0,456.0,2.1516
4_0,15743,177500.0,-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844
7_1,15744,316700.0,-122.43,37.78,52.0,1952.0,628.0,1284.0,576.0,2.105
9_3,15745,442900.0,-122.43,37.78,52.0,4014.0,1069.0,2070.0,927.0,2.8202
9_3,15746,425000.0,-122.43,37.77,52.0,3944.0,1072.0,1913.0,973.0,2.9567
8_2,15747,475000.0,-122.44,37.78,52.0,2911.0,753.0,1696.0,676.0,2.5721
7_1,15748,364300.0,-122.44,37.77,52.0,2705.0,647.0,1355.0,628.0,2.0161
6_4,15749,350000.0,-122.45,37.77,52.0,2339.0,548.0,1090.0,507.0,3.3679
7_4,15750,500001.0,-122.45,37.77,52.0,3188.0,708.0,1526.0,664.0,3.3068
5_3,15751,500001.0,-122.45,37.77,52.0,1722.0,465.0,885.0,437.0,3.0906
8_5,15752,500001.0,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186
5_6,15753,500000.0,-122.45,37.77,52.0,2296.0,509.0,1039.0,472.0,4.1417
7_3,15754,500000.0,-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409
6_4,15755,492900.0,-122.45,37.77,52.0,2645.0,626.0,1275.0,553.0,3.35
8_4,15756,335700.0,-122.43,37.77,52.0,3563.0,832.0,1712.0,787.0,3.3702
3_7,15757,400000.0,-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445
6_4,15758,488900.0,-122.44,37.77,52.0,2002.0,520.0,939.0,501.0,3.2239
8_3,15759,438900.0,-122.44,37.77,52.0,2994.0,736.0,1428.0,700.0,3.0766
4_2,15760,250000.0,-122.42,37.77,52.0,1086.0,349.0,589.0,361.0,2.5186
6_3,15761,450000.0,-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879
5_2,15762,366700.0,-122.43,37.77,52.0,1567.0,482.0,654.0,425.0,2.6914
7_2,15763,412500.0,-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977
7_2,15764,337500.0,-122.43,37.77,52.0,2416.0,620.0,1188.0,591.0,2.3887
5_4,15765,222700.0,-122.43,37.77,52.0,1862.0,472.0,872.0,471.0,3.2981
9_3,15766,354500.0,-122.43,37.77,52.0,4397.0,1116.0,1939.0,1053.0,2.7587
7_5,15767,418800.0,-122.43,37.77,52.0,2685.0,629.0,1170.0,614.0,3.6894
6_8,15768,476900.0,-122.44,37.77,52.0,2537.0,559.0,849.0,530.0,5.1788
9_6,15769,400000.0,-122.44,37.77,52.0,5604.0,1268.0,2023.0,1196.0,4.4085
5_9,15770,455900.0,-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939
7_7,15771,500001.0,-122.44,37.77,52.0,3225.0,667.0,1494.0,619.0,4.4875
8_6,15772,500001.0,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667
6_7,15773,500001.0,-122.45,37.76,50.0,2518.0,507.0,979.0,516.0,4.6912
3_7,15774,450000.0,-122.45,37.76,52.0,1457.0,292.0,621.0,315.0,4.6477
7_5,15775,500001.0,-122.45,37.77,52.0,3095.0,682.0,1269.0,639.0,3.575
8_7,15776,500001.0,-122.45,37.77,52.0,3939.0,852.0,1737.0,797.0,4.5052
8_0,15777,55000.0,-122.41,37.78,52.0,1928.0,836.0,2124.0,739.0,1.1185
7_0,15778,375000.0,-122.41,37.78,52.0,1534.0,763.0,1520.0,614.0,1.4554
0_5,15779,350000.0,-122.41,37.78,52.0,254.0,72.0,153.0,29.0,3.8625
0_4,15780,275000.0,-122.41,37.77,52.0,361.0,76.0,168.0,55.0,3.2292
6_2,15781,193800.0,-122.41,37.77,52.0,1963.0,565.0,1628.0,524.0,2.6083
0_2,15782,350000.0,-122.4,37.78,32.0,352.0,132.0,313.0,105.0,2.5742
1_4,15783,250000.0,-122.41,37.77,52.0,849.0,276.0,582.0,222.0,3.4671
4_0,15784,32500.0,-122.41,37.78,52.0,1014.0,422.0,1055.0,382.0,1.8519
9_7,15785,275000.0,-122.39,37.78,3.0,3464.0,1179.0,1441.0,919.0,4.7105
4_5,15786,187500.0,-122.39,37.78,5.0,1405.0,515.0,725.0,392.0,3.6037
0_7,15787,350000.0,-122.39,37.79,52.0,94.0,24.0,113.0,27.0,4.6563
9_3,15788,250000.0,-122.37,37.81,26.0,5416.0,1045.0,4531.0,962.0,2.7909
0_0,15789,112500.0,-122.4,37.78,52.0,464.0,202.0,286.0,148.0,1.6125
0_6,15790,225000.0,-122.4,37.77,52.0,144.0,63.0,1061.0,68.0,4.3958
2_1,15791,162500.0,-122.42,37.77,52.0,759.0,323.0,421.0,255.0,2.0548
5_0,15792,312500.0,-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375
7_0,15793,225000.0,-122.42,37.76,37.0,1291.0,588.0,1846.0,557.0,1.3365
7_3,15794,350000.0,-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794
9_2,15795,325000.0,-122.42,37.77,52.0,4226.0,1315.0,2619.0,1242.0,2.5755
9_2,15796,250000.0,-122.42,37.76,52.0,3587.0,1030.0,2259.0,979.0,2.5403
8_5,15797,275000.0,-122.43,37.77,52.0,2714.0,779.0,1438.0,733.0,3.6031
3_5,15798,250000.0,-122.43,37.76,52.0,1582.0,353.0,868.0,329.0,3.8261
7_3,15799,350000.0,-122.43,37.76,52.0,2250.0,566.0,1051.0,562.0,2.8458
7_6,15800,361600.0,-122.44,37.76,52.0,2959.0,683.0,1145.0,666.0,4.2222
9_7,15801,386100.0,-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053
9_6,15802,316200.0,-122.44,37.75,28.0,4930.0,1381.0,2232.0,1321.0,4.3232
4_6,15803,423100.0,-122.44,37.76,35.0,1581.0,422.0,580.0,388.0,4.05
6_8,15804,376600.0,-122.44,37.76,50.0,2589.0,569.0,945.0,544.0,5.2519
5_8,15805,500001.0,-122.45,37.76,51.0,2564.0,457.0,810.0,442.0,5.6235
5_4,15806,370000.0,-122.44,37.76,52.0,1968.0,472.0,784.0,430.0,3.3702
5_5,15807,370000.0,-122.44,37.76,52.0,2110.0,454.0,816.0,438.0,3.9079
6_7,15808,405400.0,-122.44,37.76,52.0,2509.0,496.0,855.0,478.0,5.0731
9_5,15809,427300.0,-122.43,37.76,52.0,3771.0,1017.0,1575.0,921.0,3.5655
5_7,15810,500001.0,-122.43,37.76,52.0,2242.0,459.0,751.0,464.0,4.75
6_6,15811,455400.0,-122.43,37.76,52.0,2356.0,501.0,909.0,481.0,4.2569
8_4,15812,386400.0,-122.43,37.76,52.0,3708.0,849.0,1531.0,822.0,3.3565
9_4,15813,270000.0,-122.42,37.76,52.0,4407.0,1192.0,2280.0,1076.0,3.3937
9_4,15814,391200.0,-122.42,37.76,52.0,4001.0,1084.0,2129.0,1037.0,3.5052
6_2,15815,490000.0,-122.42,37.76,52.0,2088.0,487.0,1082.0,488.0,2.6803
3_1,15816,225000.0,-122.42,37.76,52.0,1190.0,400.0,1270.0,332.0,2.0329
7_2,15817,266700.0,-122.42,37.76,52.0,2038.0,629.0,2007.0,596.0,2.5701
7_0,15818,265000.0,-122.42,37.76,52.0,1494.0,610.0,1630.0,590.0,1.65
8_0,15819,212500.0,-122.42,37.76,46.0,2150.0,817.0,2075.0,807.0,1.3824
7_1,15820,250000.0,-122.42,37.75,52.0,1855.0,611.0,1715.0,614.0,2.1289
2_4,15821,262500.0,-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816
2_1,15822,275000.0,-122.42,37.75,52.0,801.0,272.0,639.0,259.0,2.1971
5_1,15823,250000.0,-122.42,37.75,52.0,1609.0,510.0,1155.0,439.0,2.2328
5_2,15824,300000.0,-122.42,37.75,52.0,1974.0,525.0,935.0,465.0,2.7173
6_5,15825,400000.0,-122.42,37.75,52.0,2112.0,528.0,1227.0,513.0,3.5536
8_3,15826,400000.0,-122.42,37.75,52.0,2708.0,762.0,1460.0,741.0,2.9052
4_3,15827,275000.0,-122.42,37.75,52.0,1564.0,396.0,1162.0,374.0,3.0
7_5,15828,396800.0,-122.43,37.75,52.0,2700.0,595.0,1181.0,575.0,3.575
6_6,15829,355600.0,-122.43,37.75,52.0,1970.0,495.0,871.0,474.0,4.0625
6_6,15830,387900.0,-122.43,37.75,52.0,2459.0,507.0,1012.0,475.0,4.0568
4_6,15831,437500.0,-122.43,37.76,52.0,2332.0,434.0,861.0,406.0,4.4318
5_7,15832,355600.0,-122.43,37.75,52.0,2285.0,509.0,839.0,456.0,4.7946
7_6,15833,375000.0,-122.44,37.75,52.0,3114.0,637.0,1144.0,591.0,4.0
5_6,15834,368900.0,-122.44,37.75,52.0,2082.0,425.0,801.0,411.0,4.2708
6_5,15835,383700.0,-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545
2_6,15836,338800.0,-122.44,37.75,46.0,1519.0,291.0,573.0,289.0,4.2667
3_7,15837,380400.0,-122.44,37.75,52.0,1573.0,334.0,725.0,338.0,5.0505
4_4,15838,347500.0,-122.43,37.75,52.0,1615.0,393.0,633.0,378.0,3.5114
8_7,15839,362200.0,-122.43,37.75,52.0,3521.0,767.0,1415.0,687.0,4.875
7_5,15840,347700.0,-122.43,37.75,52.0,2960.0,623.0,1191.0,589.0,3.95
5_4,15841,306000.0,-122.42,37.75,52.0,2164.0,533.0,1122.0,469.0,3.2632
7_7,15842,325700.0,-122.42,37.74,52.0,2713.0,624.0,1370.0,594.0,4.6547
4_3,15843,328100.0,-122.42,37.74,52.0,1786.0,427.0,856.0,394.0,3.0833
5_7,15844,324300.0,-122.43,37.74,52.0,2229.0,498.0,1079.0,472.0,5.0196
6_5,15845,325900.0,-122.43,37.75,52.0,2155.0,468.0,962.0,490.0,3.775
9_7,15846,356100.0,-122.43,37.75,40.0,4850.0,977.0,1824.0,952.0,5.0519
9_7,15847,409700.0,-122.44,37.75,21.0,5457.0,1247.0,2304.0,1180.0,4.5469
9_6,15848,391900.0,-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672
4_7,15849,294900.0,-122.44,37.74,52.0,2074.0,366.0,909.0,394.0,4.8382
0_7,15850,350000.0,-122.44,37.74,23.0,184.0,44.0,118.0,40.0,4.5375
7_7,15851,331000.0,-122.43,37.74,52.0,3328.0,653.0,1260.0,614.0,4.7437
6_5,15852,333100.0,-122.43,37.74,52.0,2637.0,539.0,1159.0,497.0,3.8846
2_8,15853,300900.0,-122.43,37.74,52.0,1514.0,314.0,724.0,301.0,5.3292
1_7,15854,298900.0,-122.43,37.73,52.0,1142.0,224.0,494.0,206.0,5.0602
1_7,15855,310800.0,-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782
0_0,15856,450000.0,-122.38,37.76,52.0,248.0,68.0,124.0,51.0,1.4886
0_6,15857,208300.0,-122.39,37.76,52.0,624.0,170.0,410.0,148.0,4.0042
0_5,15858,162500.0,-122.39,37.76,52.0,157.0,28.0,88.0,27.0,3.675
4_6,15859,290900.0,-122.39,37.76,52.0,1877.0,427.0,712.0,398.0,3.9722
6_7,15860,321600.0,-122.39,37.76,52.0,2316.0,468.0,1047.0,476.0,4.5057
7_5,15861,253700.0,-122.39,37.76,52.0,3390.0,691.0,1645.0,596.0,3.7051
9_3,15862,243300.0,-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679
8_6,15863,298300.0,-122.4,37.76,52.0,4265.0,912.0,1555.0,836.0,4.119
2_6,15864,320000.0,-122.4,37.76,52.0,1495.0,311.0,506.0,275.0,4.4375
1_6,15865,277300.0,-122.4,37.76,52.0,1185.0,246.0,480.0,253.0,4.4074
1_1,15866,262500.0,-122.41,37.76,52.0,1427.0,281.0,620.0,236.0,1.9944
3_3,15867,239100.0,-122.4,37.76,52.0,1529.0,385.0,1347.0,348.0,2.9312
8_3,15868,260300.0,-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135
5_4,15869,233300.0,-122.41,37.76,52.0,2064.0,496.0,1726.0,466.0,3.4028
0_3,15870,225000.0,-122.41,37.76,52.0,492.0,139.0,316.0,168.0,3.0865
0_2,15871,325000.0,-122.41,37.76,52.0,351.0,81.0,308.0,75.0,2.6667
6_3,15872,300000.0,-122.41,37.76,52.0,2479.0,515.0,1816.0,496.0,3.0774
7_4,15873,265000.0,-122.41,37.76,52.0,2605.0,678.0,2071.0,611.0,3.2964
3_1,15874,214600.0,-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577
2_2,15875,229000.0,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531
5_4,15876,253900.0,-122.41,37.75,52.0,1919.0,404.0,1483.0,421.0,3.4063
4_6,15877,230000.0,-122.41,37.75,52.0,1892.0,415.0,1442.0,371.0,4.2891
4_2,15878,255300.0,-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809
6_1,15879,178100.0,-122.41,37.75,52.0,2164.0,606.0,2034.0,513.0,2.0325
6_2,15880,236100.0,-122.41,37.75,52.0,2452.0,623.0,1932.0,549.0,2.3903
2_2,15881,206300.0,-122.41,37.75,9.0,1282.0,334.0,1176.0,305.0,2.6538
8_2,15882,201000.0,-122.39,37.74,42.0,4110.0,846.0,2147.0,674.0,2.5694
9_6,15883,217300.0,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393
8_4,15884,225400.0,-122.4,37.73,45.0,3490.0,712.0,2337.0,781.0,3.4472
5_2,15885,211800.0,-122.4,37.74,45.0,2462.0,509.0,1587.0,450.0,2.59
8_0,15886,140400.0,-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,1.4282
9_0,15887,203400.0,-122.38,37.73,15.0,6804.0,1664.0,4737.0,1581.0,1.4133
2_1,15888,185300.0,-122.39,37.74,45.0,1462.0,308.0,924.0,302.0,2.1767
0_2,15889,187500.0,-122.38,37.73,20.0,120.0,27.0,55.0,19.0,2.625
0_1,15890,193800.0,-122.38,37.73,40.0,543.0,101.0,259.0,89.0,2.2167
2_1,15891,193800.0,-122.38,37.73,38.0,1388.0,276.0,871.0,265.0,2.1667
3_1,15892,195100.0,-122.39,37.73,46.0,1517.0,299.0,879.0,309.0,2.2222
2_3,15893,192000.0,-122.39,37.73,52.0,1931.0,329.0,1025.0,293.0,2.9063
1_3,15894,189000.0,-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603
3_2,15895,199300.0,-122.4,37.73,48.0,1489.0,326.0,1115.0,356.0,2.6364
2_0,15896,206300.0,-122.39,37.72,28.0,1609.0,340.0,1064.0,290.0,1.1125
6_5,15897,192300.0,-122.39,37.72,45.0,2893.0,570.0,1923.0,535.0,3.6607
0_1,15898,181300.0,-122.39,37.72,52.0,135.0,34.0,93.0,26.0,2.1484
7_5,15899,275900.0,-122.41,37.75,52.0,3065.0,622.0,1405.0,606.0,3.7813
3_6,15900,270800.0,-122.41,37.74,38.0,1754.0,382.0,928.0,354.0,4.1417
2_7,15901,255200.0,-122.41,37.74,34.0,1403.0,262.0,839.0,255.0,4.7031
6_4,15902,254700.0,-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073
6_5,15903,284900.0,-122.41,37.75,52.0,2515.0,576.0,1209.0,540.0,3.5912
0_5,15904,335000.0,-122.41,37.74,48.0,409.0,86.0,148.0,70.0,3.6687
0_1,15905,249000.0,-122.41,37.74,52.0,831.0,175.0,415.0,159.0,1.9464
4_8,15906,250800.0,-122.41,37.74,52.0,1842.0,339.0,1032.0,357.0,5.5563
5_6,15907,271300.0,-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212
5_6,15908,279900.0,-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391
3_5,15909,281300.0,-122.42,37.74,52.0,1674.0,346.0,734.0,335.0,3.8864
3_3,15910,263900.0,-122.42,37.74,52.0,1271.0,353.0,1076.0,324.0,2.9911
6_4,15911,275000.0,-122.42,37.75,52.0,2163.0,607.0,1447.0,546.0,3.3555
3_6,15912,240900.0,-122.41,37.74,43.0,1663.0,330.0,935.0,335.0,4.1552
3_4,15913,229600.0,-122.41,37.74,47.0,1728.0,398.0,1178.0,315.0,3.2813
4_5,15914,230000.0,-122.41,37.74,52.0,2058.0,399.0,1208.0,399.0,3.6429
8_3,15915,246400.0,-122.42,37.73,50.0,3426.0,769.0,2261.0,671.0,2.888
4_4,15916,240900.0,-122.42,37.74,52.0,1651.0,351.0,973.0,366.0,3.4583
6_1,15917,258600.0,-122.42,37.74,52.0,2084.0,550.0,1438.0,516.0,2.3087
4_6,15918,243000.0,-122.42,37.74,52.0,1540.0,370.0,1136.0,363.0,4.3125
7_4,15919,292300.0,-122.42,37.73,52.0,3230.0,654.0,1765.0,611.0,3.3333
3_7,15920,263200.0,-122.43,37.73,52.0,1583.0,347.0,935.0,341.0,4.6786
3_6,15921,264000.0,-122.43,37.73,49.0,1435.0,322.0,1008.0,329.0,4.0
2_5,15922,275500.0,-122.43,37.73,52.0,1386.0,276.0,729.0,274.0,3.6694
1_5,15923,259800.0,-122.43,37.72,48.0,1289.0,280.0,782.0,235.0,3.6719
4_6,15924,267200.0,-122.44,37.72,52.0,1775.0,347.0,1102.0,367.0,4.3125
5_6,15925,270000.0,-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898
0_7,15926,261900.0,-122.44,37.73,52.0,866.0,205.0,587.0,171.0,5.0224
4_6,15927,229400.0,-122.42,37.73,46.0,1819.0,411.0,1534.0,406.0,4.0132
3_7,15928,279300.0,-122.42,37.73,35.0,1871.0,342.0,1055.0,310.0,4.625
2_7,15929,254500.0,-122.42,37.73,35.0,1791.0,322.0,988.0,304.0,4.5769
5_6,15930,240900.0,-122.43,37.73,52.0,1985.0,401.0,1337.0,424.0,4.1071
6_4,15931,230200.0,-122.41,37.73,42.0,2604.0,573.0,1703.0,507.0,3.4231
4_4,15932,238700.0,-122.4,37.73,50.0,1947.0,411.0,1170.0,384.0,3.4769
4_2,15933,233000.0,-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625
3_5,15934,271300.0,-122.41,37.73,52.0,1931.0,358.0,1092.0,356.0,3.7835
4_6,15935,272500.0,-122.41,37.73,41.0,2115.0,378.0,1168.0,365.0,4.0642
3_6,15936,250300.0,-122.42,37.73,48.0,1474.0,308.0,998.0,330.0,4.0781
3_6,15937,219400.0,-122.4,37.72,47.0,1465.0,306.0,1119.0,315.0,4.2672
1_1,15938,239300.0,-122.4,37.72,37.0,971.0,248.0,647.0,208.0,2.1187
6_5,15939,276200.0,-122.41,37.73,33.0,2789.0,567.0,1682.0,552.0,3.8643
5_7,15940,242900.0,-122.41,37.72,35.0,2104.0,434.0,1225.0,410.0,4.8214
2_6,15941,236200.0,-122.41,37.72,32.0,1650.0,316.0,904.0,295.0,4.0583
6_6,15942,244700.0,-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071
6_5,15943,252600.0,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667
